renderedContent,replyCount,retweetCount,likeCount,quoteCount,mentionedUserCount
as soon as i started playing That Way my depression went away,1,0,4,0,0
@capt_depression I’m just a descendent of the witches they never burned at the stake 💅 I’m ready.,0,0,1,1,1
im a good role model. im cute im in college and im slowly overcoming my struggles with anxiety and depression,1,0,2,0,0
I can't stop laughing at that male depression being treated as female depression tweet! https://t.co/jwQYAUlcl8,0,0,2,0,0
"my dnd group was trying to come up with a name for ourselves. a few of the suggestions included trauma team, trauma clinic, trauma response unit, trauma inducement unit and trauma team depression force",1,0,1,0,0
"Me: both of yall’s eyes look really green today
@myspacetomfan: it’s the lighting
@chakpack: it’s the depression",0,2,3,0,2
"@BastaBerlin Das ist an Zynismus mal wieder kaum zu überbieten, leider werden die Jobcenter im TV immer als ""Helfende Hand"" dargestellt. In Wirklichkeit werde die meisten Leute dort systematisch schikaniert, bis zur Depression und weiter. Beispiele gibt es genug. #WegmitHartzIV",0,2,17,0,1
I'm having depression oof,0,1,2,0,0
@AVoiceNews @tomborelli @realDonaldTrump Don't worry about them dumbass Democrats I'm voteing for Trump even if we get into a great depression,0,1,0,0,2
@SazaFCB @MichaelEmiIio Your life must be so perfect if someone from FT leaving is literally “depression” for you..,2,0,3,1,2
"Raining in the sun 
A derecho of wretched 
Eyes closed I now wait 
#depression #haiku #vss365 https://t.co/o65P8BE2sY",0,1,4,0,0
"Les choses s’enchainent, Hugh Evelyn-White, collaborateur de Carter qui fut l’un des premiers à pénétrer dans la chambre mortuaire, souffre de dépression nerveuse et se pend. 
Mais ce n’est pas fini, Archibald Douglas Reed, le radiologiste employé pr radiographier la momie de 
⬇️",1,0,1,0,0
"@dbongino I pray we don’t go into a recession or depression. 

But God forbid any of that happens 

I WILL STILL BE VOTING FOR @realDonaldTrump 

I REFUSE TO VOTE MY COUNTRY’S &amp; FAMILY’S FUTURE AWAY BY VOTING FOR A COMMUNIST DEMOCRAT 

#Trump2020",0,0,0,0,2
"Depression mode activated 
انام⁦✖️⁩⁦✖️⁩
اقعد اكتئب اكتر ⁦✔️⁩⁦✔️⁩",1,0,3,0,0
"Just thought I'd share a bit of progress with you after so many people have been supporting me over recent times. Living with anxiety and depression for me is usually extremely manageable. Recently it has not been so, but I'm determined to keep on keeping on. Thank you all. 5/",3,0,13,0,0
Its midnight. Depression and anxiety kicks in 5..4.....3.....2....1....,0,0,0,0,0
Depression hittin hard today but look at this little tiny thing https://t.co/70b6rr50uI,2,0,20,0,0
My depression is cured😍❤️ https://t.co/s5vNBJLA5s,0,1,15,0,0
@cryptobombshell 5 oz of weed will cure your depression 😎,0,0,0,0,1
@norinaughtycat Idk if it'll help but ik exactly how you feel. I've been going through depression for years. Just know you're not alone.,0,0,1,0,1
wait u have seasonal depression? ...just don’t use salt,0,0,1,1,0
@chriscolfer  You really do make everything better for me you don't even know. The past few days I've been waking up before my alarm clock goes off and feel well rested and cleaning myself up. I usually sleep until 4pm. You really helped lift away my depression. You're my hero.,1,0,3,0,1
@thirdgenwidget Fear of the unknown is powerful. Today a lady in a restaurant I was in started coughing. I saw concern in other patrons faces. Fear was a great factor in the Great Depression. Hopefully a shot for it will be developed to lesion that fear.,0,0,0,0,1
I go hard too... pray for the mental strength. pray that the depression &amp; anxiety goes away. pray for God to show you guidance.,0,0,1,0,0
"Koi northern areas ja rha hai enjoy krnay k liye...
Koi PSL dekhnay stadium ja rha hai..
Or ham sirf depression mein jaa rhay hain...",0,1,3,0,0
"""While Nerakali was having a depression nap, and Leona was just having a regular nap, Mateo got online, and searched for special events. He wanted to find something light and breezy, but he found it difficult to navigate the 23rd century computer system."" #salmonverse #fishquotes",0,0,0,0,0
"Right, the soggy carpet incident. Who knew carpets could get sad? Well, they can, and also cry, and a carpet with chronic depression is a bit of a mess, honestly.",1,0,4,0,0
I’m happy it’s March cuz that seasonal depression is on its way out the door. I can feel it.,0,0,2,0,0
ight mcr stan twitter i was depression sleeping all day yesterday what drama did i miss,2,0,12,0,0
My guineapig died and I got drunk and THATS on depression and grief sweetie xxx,0,0,4,0,0
@evanxsummers @IlhanMN Govt control over assets &amp;distribution of income does lead 2 the destruction of America.Wealth leads 2 innovation &amp; higher quality of life.Even in Nordic countries the only ones who r happy r the wealthy.18-23yo &amp; ethnic minorities r unhappy with a 40% rise in suicide&amp;depression https://t.co/RwW590eWvu,1,0,0,0,2
Currently going thru one of my depression periods 😪,0,0,0,0,0
And before you say “depression is a state blah blah blah” for it to be a state of blah blah you have to diagnosed. So the window before you get diagnosed and start feeling bad. What will happen? Just be doctor aminu,0,0,0,0,0
depression is not a personality trait susan,0,0,1,0,0
"i wanna have roommates, i want the intimacy of shared breakfasts and late nights and cuddles and yes i know i'm romanticising but imagine me getting to live with my favourite people on the world??? depression would be gone me thinks",0,1,1,0,0
My Twitter feed goes from everyone selling onlyfans  accounts and perreo to full depression,0,0,3,0,0
Post drink depression,1,0,2,0,0
"The emotional fatigue of the last 4 years has just really taken its toll. Nothing is shocking, nothing gets people fired up, nothing good is properly celebrated. Bummer we already used ""The Great Depression"".",0,0,2,0,0
Wearing a tiny skirt and a tiny top in this weather! Wind in my fro!! Depression gone!!!,0,0,1,0,0
heading back to philly and im ready for that post pax depression to hit (im definitely not ready),2,0,18,0,0
"@inursha @tedstein @JacksonStewal @MarkGutman9 Right but 40% of s&amp;p 500 profits from overseas.   If mftg for demand outside US is moved back and becomes cost prohibitive vs alternatives from global companies who continue to use cheap labor, you lose 40% of s&amp;p profits and US spirals into depression.",0,0,0,0,3
Trying so fucking hard to get out of this depression state. But then comes Sunday 👎🏽 just want to see my daughter every day again I can’t deal with crying every single Sunday!!,1,0,1,0,0
"@AiphanMarcel Elle est contente, elle a trouvé (ou ON lui a trouvé) une formule prétendument choc, ""Paris est en dépôt de bilan"", qu'elle est toute fière de ressortir à chaque interview. Le problème c'est qu'entretemps elle a laissé l'hôpital public en état de dépression. Crédibilité zéro.",0,1,3,0,1
"@LionGuardReyham @bp_fan28 Who doesn't wanna live their own life &amp; be happy?

Alright a person with sucidal depression wouldn't wanna live their own life &amp; be happy but except that?

I'm pretty sure that everyone else want to live their own life &amp; be happy",0,0,0,0,1
@ncurr This reply infinitely increased my depression,1,0,0,0,1
"@CNN @NickAPappas @FareedZakaria To Sanders’s younger voters - depression among Scandinavians in 20s was extremely high during this period - bleak futures, bleak economy.  Got better when center-right govts opened up free markets.",1,0,0,0,3
"Did you know: spring is the deadliest season of the year? The number of suicides always spikes during March/April. If you know someone who struggles with anxiety, depression, or suicidal thoughts make sure you check in with them often! #suicideawareness #suicideprevention https://t.co/hX4p4MxuZu",0,1,0,0,0
"Lupang uhaw sa pag ibig nag hihintay sa halik ng langit.

-Tropical Depression",0,0,0,0,0
"Depression fucking with your sense of time is the strangest phenomenon and Billie said ""It feels like yesterday was a year go and I don't wanna let anybody know"" but yo. That's exactly what it feels like.",0,0,7,0,0
I try controlling my depression,2,0,4,0,0
"I hate bitches that swear they depressed because they got a 50 on they test and now they sad 

That ain’t depression that’s just being a dumb bitch",0,0,0,0,0
"@KaitlynEKeller I have very bad general and social anxiety, and depression. Also, being around alcohol and/or drunk people has caused me to have panic attacks.",0,0,4,0,1
"@Ubehersket Lige nøjagtig. Det var sådan min depression blev født. Den spør’ ikke om lov sådan en fætter, men kommer snigende og bider en lige i røven.",0,0,1,0,1
@SacredAlmighty That pax depression hittin,0,0,0,0,1
"My first memory of depression was when i stepped on the wii fit board and it told me i was obese. 
circa 2008",0,0,3,0,0
My Sword - Depression Session:,0,0,0,0,0
@hello_itsbi is it seasonal depression or has Bi been out of town for weeks,0,0,1,0,1
@destiney_ann More men in the US have depression and men are more likely to commit suicide in the US BECAUSE MALE DEPRESSION ISNT NORMALIZED. it’s fucked,0,0,2,0,1
#depression #Mentalhealth #expressivewriting https://t.co/2fbXvCyLIm,0,0,1,0,0
"@HMCS_F_Adam Ya dude, I couldn’t do it..

Thinking about the past causes depression, the future anxiety, so living in the present is key.",0,0,1,0,1
@RabiaKhanGul Case of Depression shouldn’t be Stigmatised,0,0,0,0,1
"@bouledenerfs_ But now the thick of it has ceased to be satire and has actually become real life? Also I'm totally just looking at photos of Chanel to drag me out of depression pit, I hope that's ok?",0,0,1,1,1
"The Elf: You have my bow. 
The Dwarf: And my axe.
My mom texting me in the middle of my Dungeons &amp; Dragons session: And undiagnosed depression please, please seek professional help.",0,0,2,0,0
Living with severe depression is probably a taste of Hell.,0,0,0,0,0
"Taking a social media break due to depression. This means all social media (discord, twitter, Instagram) 
Sorry but there will be a lack of posts and I most likely won't respond to DMs.",0,0,4,0,0
"So many beautiful souls get lost in depression , that no matter how much love you show them . They can’t find that peace and happiness within themselves!",0,1,2,0,0
Le coronavirus aurait muté en dépression existentielle après être entré en contact avec Meredith Grey au Seattle Grace hospital,2,2,23,0,0
it’s officially spring now so does that mean that it’s regular depression now and not seasonal?,1,1,8,0,0
"... this will cause a massive world wide shortage,  imagine a swimming pool, now drop a big ass rock called #coronavirus in it. The depression as the rock enters the water is the shortage of supplies. The waves are everything becoming affected. They wash back and forth over",1,0,0,0,0
You feel that? It’s that 65° weather lifting the weight of seasonal depression off of you. Breathe easy today child. https://t.co/qBZDhD8BK7,0,1,2,0,0
"the huge chunk of my paper I have to write?????? 

it’s the lit review i didn’t do 3 weeks ago because of my depression funk

god i fucking hate myself",2,0,3,0,0
had very productive aspirations for this breakdown but instead i depression napped all afternoon and woke up having the overwhelming urge to disassociate myself from absolutely everything and everyone until the end of time so that's delightful,0,0,9,0,0
0 paja que getting a cat cured my depression,1,0,1,0,0
"@CryptArq @KabrisLite The business end WILL be brutal. We put ourselves in this position, by depending on China for SOooooo many things.
Expect a recession, perhaps a depression, as the virus gains strength. Did you know most of our pills are made in china, (the inactive ingredients), shortages soon.",1,0,1,0,2
The Swedish experience of CBT. For 4 years they exclusively funded CBT in the health system. This widespread adoption had no effect whatsoever on the outcome of people with depression and anxiety. We need services with variety and flexible therapy methods to meet diverse demands. https://t.co/Geu1fGDGQi,3,6,12,0,0
I know it’s depression coming back for me. I was doing great for so long being high and active that I knew the other shoe would drop at some point and I’d be dragged back to feeling scattered and empty. But every time I’m high I just hope it would last forever. https://t.co/4QG1eSSOP5,1,0,0,0,0
CAUSE I GOT DEPRESSION,0,0,0,0,0
nothing in life could have prepared me for the amount of depression adulthood comes with,1,0,5,0,0
never posted this but I also did a depression cherry look by @BeaccchHoussse back in sept!! https://t.co/sWFnW625u5,3,3,48,2,1
@StandPig @KEEMSTAR we have @bwandyn3000 doing shit like saying male depression isn't real and also tweeting this......roast this man on live television pls because this man needs to learn how to not be an idiot https://t.co/PdMoevkr3k,1,0,0,0,3
"@gothforbid Well, you targeted me with the vague comment. Whether or not men perform the act more than women, it's irrelevent. It obviously shows both genders suffer. The problem to solve is how to help people overcome the depression, which can lead to unnecessary deaths.",0,0,1,0,1
"@Oghene_Thuga @ecertalnelaj Make d depression kee me abeg😂😅..

I no tell anybody anything🤐, for this Naija wey we dey so, you sef go shock wey you go see your Tori for Twitter word for word😂😂",1,0,1,0,2
"top10 clc songs that y'all should listen in no particular order

- like it
- hide and seek
- breakdown!!!!
- show
- distance
- mistake
- meow meow
- eighteen!!!!!!!
- depression
- LIAR",1,0,0,0,0
"For Women's History Month, let's shed some light on an underappreciated woman in wrestling: Klondyke Kate.

An ex British Ladies Champion &amp; Pro-Wrestling EVE's 1st Hall of Famer, she dedicated 35 years to wrestling before injuries, depression &amp; 6 miscarriages led to her retiring. https://t.co/2ZVIAlDFlp",1,13,60,2,0
i type this as i hear my cousin talking ab depression on the phone BSBSBS im going to hell💀,0,0,1,0,0
@abbiedelgay *depression,1,0,0,0,1
@Jackaluichi @animattdraw @ZackSnyder I tried to keep it personal but avoided as much as possible giving the reasons of my depression because I didn't want that to drag down the point of the article.,1,0,2,0,3
I don’t think I could ever move back up north again. I haven’t suffered from seasonal depression since I moved to Florida.,0,0,0,0,0
I feel like sadness and depression are tearing me up.,0,0,2,0,0
My depression beard coming in nice,0,1,1,0,0
#depression,0,0,0,0,0
Fuck netflix they’re taking Coraline off that triggered my depression,3,0,9,0,0
"Je suis de mater la redif de Ponce la Nuit (#pln) et jsuis au passage où Antoine parle de sa dépression. 
Je trouve qu'il explique assez bien ce qu'on ressent, wow",1,0,1,0,0
"Messi blessé, soy en dépression",0,0,0,0,0
@AngelaPighin80 Well you are welcome to come to my dm to get it all out . I will just listen. I know how you feel because I struggle with a lot of my own depression &amp; anxiety because of some stressors in my own life. 😘 if not that’s ok just an invitation 🌺,0,0,0,0,0
When in depression. 😓 https://t.co/9xY0V6Yafj,1,0,1,0,0
I wear sunglasses to hide my depression and to also look cool.,0,0,1,0,0
"in their specific circumstance. If only 1% of people benefit from the experience and pursue further services because of it, that’s over 3 million people who may have never even considered seeking help otherwise. With depression and suicide rates still on the rise, we must act.",2,0,3,0,0
⁦@bennettrun⁩ thanks for running with me. Still struggling with depression. https://t.co/XjXGxEQ4Oq,0,0,0,0,1
Depression sucks.,1,0,0,0,0
"@reesytime As a kid there was a psychiatrist that was convinced that you couldn't have both autism and ADHD.

I had a teacher that said you can't be both autistic and bipolar.

I'm no expert but I think that's stupid :'))))) I have autism, ADHD, PTSD, major depression and anxiety.",0,0,4,0,1
@unspeakable28 @CBSNews You think wealthy people don't suffer sadness or depression? Clueless!,1,0,0,0,2
I wish I knew how to reconcile “I need people around so my depression doesn’t spiral out of control” and “I should definitely live alone because I am way too particular about things”,0,0,1,0,0
"Balkany Patrick is back. Né avant la honte. La dépression est si loin....il a l'air de péter la forme.

-Gala de Boxe anglaise à Levallois. Pensées à tous les malades qui croupissent en taule et qui n'ont pas son réseau.
Selon que vous serez puissant ou misérable... https://t.co/ObNrusTDTK",0,2,2,1,0
#ennuie #Philosophie #depression https://t.co/zYcKmbvMrT,2,0,2,0,0
"I'm snorting every ounce of vitamin D that's outside rn, I feel the seasonal depression thawing 🌞",0,0,2,0,0
"Seasonal depression hit me hard asf and I’m just ready for the sunshine to come back out, I need my hot girl mentally to bloom",0,0,8,0,0
Who need caffeine if you have anxiety and depression. Effective to keep you awake. 👌🏼,0,0,0,0,0
This is me an hour after a panic attack (I’m so fine now pls ok) I don’t look a n y different than normal but I’m tired as fuck and my voice is fuzzy. Depression really do be hiding. https://t.co/I70GsoDSvD,4,0,17,0,0
Nothing hit u harder than ur depression @ 2am 🙂,0,0,1,0,0
"depression, just kill me.  I cant take this anymore.",0,0,0,0,0
"@RaiderOnMixer @Markj_pwns Depression, anxiety, a lot of mental illness, but when you can go kill a dragon, it eases the pain :)",1,0,2,0,0
@baget1d it’s called depression honey,1,0,1,0,1
The worst mistake I've ever made is giving up on something/someone that I wanted so bad for so long because depression blinded us both to how deep and unconditional the love we have for each other is.... or was 😔,0,0,0,0,0
"Accusing others of being abusive when they constantly act like complete bullies. Someone needs to send them sc of the disgusting accounts they create to harass fans and their idol in anonymity, all the tweets where they mock someone's depression, when they call other idols flops",0,0,9,0,0
"Patrick is back. Né avant la honte. La dépression est si loin....il a l'air de péter la forme.

-Gala de Boxe anglaise à Levallois. Pensées à tous les malades qui croupissent en taule et qui n'ont pas son réseau.
Selon que vous serez puissant ou misérable... https://t.co/4H1IVkHMeX",0,0,1,2,0
#lgbtqpower having a reaal rough depression day so nothing flashy 💙🇧🇷🐻🌞 https://t.co/7shOhJc78s,1,0,4,0,0
@rudi_de_fanti E te fè ben. Anca mi son meza veneta. Ma no bevo. Poco. Xe par questo che me vien la depression?,1,0,0,0,1
"@tedcruz VP Biden not innocent .Disastrous Vetting Process of “Immigrants” from Muslim Nation &amp; cover up of Terrorist shootings in San Bernardino, Ca,  Worst economic recovery since the depression with anemic GDP numbers, Lowest Labor Force participation rate of 62.7%",0,0,0,0,1
@bhudd99 Depression sucks,0,0,1,0,0
kann nicht länger als 4 Tage mit ihr zusammenleben sonst bekomme ich wieder die tiefste depression,0,0,4,0,0
@KaitlinCurtice Also I’d recommend having lots of houseplants to have some greenery indoors to stave off the winter blues/seasonal depression. &amp; it’s a fun project with kids to do garden starters indoors.,2,0,6,0,1
"@HarmlessHarley No way I for one don’t as you make me so happy as I’m very bad with depression , osteoporosis and osteoarthritis not mention anxiety probs but to see you everyday makes my days good xx",1,1,7,0,1
"any way i know this is Depression Content which i said i'd relegate to my alt, but i feel lucid enough that this feels like relevant thought processing. one day i will die, and perhaps that day will be soon. who gives a shit frankly",0,0,0,0,0
"My depression bad af, but making good money last night actually bumped my mood significantly!",0,0,4,0,0
"indie movies have tricked me thinking that all I need to do to cure my depression is dance erratically and courageously in front of an audience of hostile classmates.

that sentence had too many prepositions but it's how I feel :/",0,0,8,0,0
"mothers,

how did/are you deal(ing) with postpartum depression?",15,12,17,5,0
"man if this is what depression feels like, i don’t want it.",1,0,6,0,0
Ngl buying clothes acc helps with depression so much lmaoooo,0,0,1,0,0
@pant_leg Caused depression/anhedonia in me,0,0,0,0,1
@jeisenberg86 @gagesalzano “My Other Ride Is Depression”,1,0,2,0,2
ronen and rafa 😭 depression hours,0,0,0,0,0
"@Micdrop98 @luminosalife @Deepika12286843 Lmao 😂 I m sry I was going through ur tweets n I can sense depression 😂😂 I think it's abt the meeting with her new mv's producer , he is dropping tiny hints for the ""yet to come surprise""",0,0,0,0,2
"@Luciah_PS I’m just lay in my bed just think. Why me? I am living with depression, scophezina biplor, PSTD. I want to be normal like other people.",0,0,0,0,1
How to beat depression: Listen to Eminem. Done,3,0,11,1,0
"@DotDillon2 As someone with terrible asthma, allergies, anxiety, depression, acid reflux, and other things, getting help to pay for all of my medicines and hospital visits is something I really need.",0,0,1,0,0
"@mjamesom4 @ronanburtenshaw @jacobinmag You know FDR was a massive racist?  What some people might today call ""marginalized communities"" were once just called ""redlined.""  It was a process where where minorities were cut off from the programs of the New Deal, and in some ways never recovered from the Depression. 1/2",1,0,0,0,3
Just wanted to share that @MattFATN was pointing at ME in this video🥰 I’m having post concert depression so bad 😭 see y’all in May ❤️ @FromAshestoNew https://t.co/1YFw4Xbm7y,0,0,2,0,2
"@appiarian don't feel bad, ill be doing the same right in front of nick cave at yours

thank you and welcome to my depression concert with a mixture of 'things to listen to while playing video games'",1,0,1,0,1
Now starts the post Live Show depression.... last night was so much fun! I really hope to do it again soon! #WWEStateCollege #takemeback @DMcIntyreWWE @WWENoWayJose @WWE_Murphy @FightOwensFight https://t.co/BeJe1wAnDT,1,2,2,0,3
"Je vais tomber en dépression fijkdshfsd
#BreadysFeel https://t.co/iqSD00G0Oa",1,0,0,0,0
"On est en mars et j’ai déjà mon bodygoal pour les vacances 🥰
Vous voulez savoir mon secret ? 

L’échec scolaire et ma future dépression",1,0,4,0,0
I’m out my depression life been going smooth,0,0,0,0,0
"Two years ago I watched S1 of Altered Carbon in the depression fugue aftermath of a bad breakup from an emotionally damaging relationship.

Now I'm watching S2 with my husband.

I'm glad I'm here.",1,0,18,0,0
Last night I had accident just bcoz of this depression!!,1,0,2,0,0
I hate to use this medium as a diary but fuck man helping people through depression that can't even recognize yours is fucking mad annoying..  I've been called bitter and it's just worsening lol,0,0,1,0,0
"I pray for the ability to notice God at work in the wonderful victorious moments, the tedium moments and in moments of crisis and depression🙏🏾",1,10,28,0,0
@bennessb Executive disfunction definitely causes depression for me. Nothing brings me down faster than wanting/needing to do something and not being able to.,0,0,3,0,1
The wait is over. I AINT DRIPPIN IN NO LOUIE BITCH IM DRIPPIN IN NO LOUIE BITCH IM DRIPPIN IN DEPRESSION.,0,0,0,0,0
flyers coming to save my sixers depression like: https://t.co/rthRkQ7UNB,0,0,6,0,0
Depression is real.,0,1,0,0,0
depression has entered the chat,0,0,2,0,0
"my cleaning habits have gotten so much better and I’m so happy w myself cause if you’ve lived with me, you know I struggled with this cause of depression so yay go me 🥺💓",0,0,6,0,0
Lil Uzi Vert single-handedly has cured depression and anxiety by sampling the Backstreet Boys https://t.co/8ZmSwMfE23,0,4,27,1,0
"So... my depression has been kicking my ass lately. Not the sad aspect but the physical one. Tiredness, lost of interest in daily things, being messy etc... so today I decided to get tf up and clean my room and it feels amazing.",2,3,31,2,0
"March is #endometriosisawarenessmonth.

Did you know 1 in 10 women suffer from #endometriosis? I am the 1 in 10.

I am the 1 who struggles with:
🔍 an invisible pain
🤰🏼the idea of infertility 
🙇🏼‍♀️ anxiety / depression
⚖️ a hormone imbalance 

But you cannot tell from the outside. https://t.co/IGUYP29unc",1,0,4,0,0
@FrenReport I know couple globers in early stages of depression now. It’s a terrible truth. Space is fake.,0,0,1,0,1
Just waiting for my post PAX EAST depression to kick in 😪,0,0,0,0,0
what should my depression breakfast be,1,0,1,1,0
One of quickest way of getting a depression is dating a bar maid,0,0,0,0,0
"@chapinpromedio depression meal cheCk, no te creas",0,0,0,0,0
@bussydouche Pregnancy and depression are also surprisingly contagious,0,0,1,0,1
"@american2084 If I have to vote for two old white men agaist another old white man, I'm going to sink into depression.",0,0,0,0,1
@VondaRocksta Yeah bro because depression be kicking my ass,1,0,1,0,1
"No one:
Depression: Tjhko kbhi akela nhi rehne dunga tujhko hi dulhan banauga🌚",1,0,11,0,0
"So, I’ve been diagnosed with anxiety and depression. Not surprised TBH. However, this statement of #ItsOkNotToBeOk . I don’t agree with it. It’s not ok. I and countless others shouldn’t have to be ‘not ok’.",1,0,2,0,0
"I lost so much weight going through depression and I’m finally starting to gain weight , I couldn’t be any more happier 🥺",1,0,5,0,0
Can not wait for my next rave... need to get lost in the euphoria. This seasonal depression shit getting to me,0,1,0,0,0
"@xXx_Danlogo_xXx @BrigidOnWords @roman_nfkrz You're missing the point: I don't buy your model. I don't buy ""masculine norms of emotional expression predict loneliness and depression."" I expect societal measures of success drive those feelings more than not being able to cry in public for example.",1,0,0,1,2
Yesterday I played nerf guns and walked around the town with the kids. Then later I ended up going to a movie. So got some exercise and did something for me. I deff beat yesterday and got one step closer to beating #depression #anxiety &amp; #obesity 🎉 https://t.co/HDQbp777fq,0,0,0,0,0
My anxiety &amp; depression have teamed up today. ☹️,0,0,1,0,0
"“All the Bright Places” on Netflix.... my daughter read this book in 9th grade and loved it. The movie does not disappoint either. Addresses teenage grief, depression, mental health and suicide. #mustwatchandamustread",0,2,0,0,0
"@KelvinRuthven @Lex_Kor31 The way we interpreted this was that it honors the story of a lot of people in the movement who have shared how Zack's films have helped them overcome depression and suicidal thoughts.

We apologize for sharing this to anybody who found it offensive.",2,1,2,0,2
depression is a myth i'd know since i've never had it. if i haven't had it it's not real fact,0,0,0,0,0
How can you tell if it’s seasoned or unseasoned depression,0,0,0,0,0
"I have a huge lack of self-esteem, and everything I do. I think it’s not enough, despite telling her all day how beautiful she is, how fabulous she looks, despite all the details I do. Doesn’t seems to be enough for me. I just and advice to move on, how to get over it #depression",0,0,0,0,0
"And it's probably a chance i will never get again.
But on days when depression hits hard, it's fucking tough to not just let it all go.

3/3",3,0,0,0,0
@MirrorFighting it would be interesting to know what kind of depression can be with Bulldog Tyson Fury,0,0,0,0,1
i don't even wanna go tonight anymore lol my depression has hit me hard out of nowhere,1,0,0,0,0
Damn Tyson Fury really told us in an interview about his depression and suicidal thoughts and nobody cared and the interviewer just laughed at him😕,0,0,0,0,0
@okcthunder Depression,1,0,14,0,1
Depression and anxiety are super high today. Super.,2,0,2,0,0
"D.🌹 never lost it 💯. 

He fell into a depression that was detouring him away from his First love.
Applyin that to life, Facing constant adversity does weigh down ones spiritual man. Stemmin a sense of fear and doubt.

That’s the Faith test that gotta be passed to progress. 🧠💪",0,0,0,0,0
"mental health changes from day to day sometimes, sorry but I get sick enough for the doctor like maybe 1 time a year. I have depression and anxiety attacks almost once a week.",0,3,16,0,0
"Every time I think I’m doing better with my depression I get a call from 
1-800-bitch-you-thought🙂",1,1,4,0,0
I'm tryna fuck the depression out of you.,1,0,2,0,0
"Little known beauty hack! A proper mud mask is not only great for getting rid of dead skin, but also for trying to get rid of the random wave of depression that hits you at 11:30 on a Sunday!",0,0,2,0,0
"@nonbidon Il compte faire une déferlante en pointillé ? 😂🤣😂
C’est vrai que les vagues, déferlantes, tsunamis, ça le connaît 

Par contre le ridicule ? Il ne connaît pas ...heureusement d’ailleurs sinon il est bon pour la dépression sévère et irréversible",0,0,0,0,1
Depression hits again 💔,0,0,1,0,0
Depression sucks because I’ll randomly have no energy or desire to do anything.,0,0,1,0,0
Depression be sucker punching my ass outta nowhere...I do not appreciate it 😭😒,15,14,56,2,0
"@michelleeffect If wilder falls into depression, it'd be a sweet dose of karma at her best.

This was the same Wilder who'd made fun of Fury's encounter with depression and  jeered at his suicidal thoughts at the time.

I don't support kicking a guy (Wilder) when he's already down But well...🤷🏽‍♂️",1,0,0,0,1
Hot Pockets &amp; Depression,1,0,8,0,0
Processed foods are designed to be addictive. They cause us to over eat. They mess with our hormones and can cause mood swings and depression.,1,0,0,0,0
"@ilyxmmyy its depression sis, i’m the same way when i accidentally cut myself while shaving 😂😂😂",0,0,1,0,1
"Today is just a regular old Sunday but I can confidently say I don’t want to die anymore. Keep your loved ones close and don’t give up the fight against depression. It’s a never ending battle, but worth the struggle nonetheless.",0,0,9,0,0
Spring has sprung! Goodbye seasonal depression!,0,0,2,0,0
je vais lui amené mon chat dépression à ce voyant des animaux,0,0,1,0,0
"I've spent the past few weekends attempting to tackle my depression mess. It's been difficult because I'm still struggling with my depression, and so much time alone with my thoughts tends to backfire on me. 

But I am making progress, even if it is really slow going",1,0,1,0,0
"@M_L_Clark It really does raise a question about the mental health implications. Not only do ppl who live by ""should'ves"" experience more anxiety and depression, the entire treatment of mental health shifts into the realm of personal responsibility.",1,0,1,0,1
My depression be getting in the way of my goals. spirit be on %-50 a lot. Had to go back to sleep just to feel normal.,0,0,0,0,0
Coronavirus quarantine? Major depression prepared me for this moment.,3,2,46,0,0
#DropOutBernie is bullshit he wants free medicare for all and he wants to make sure you don't pay more than $200 a year on prescription drugs. I spend 100s maybe 1000s a year on prescription drugs due to me being on multiple different ones for my depression and it is bullshit,0,0,0,0,0
My feed is filled w so many wholesome animal crossing tweets that I think it's slowly curing my depression 🐸,0,0,0,0,0
@Isabelle__F1 4 of Cups; There is something worrying you that occupies your time. You are disappointed or anxious about something that has happened or has yet to happen. Be mindful to look on the bright side lest you fall into depression or isolation. https://t.co/WNwXSL4inN,0,0,1,0,0
"Depression is hiding and never developing.
You are not a ""Christian"" without eternally hoping, which is the opposite of depression.
You have no one to trust in, is a problem, seeking the world's approval?
They label you a condition, where no one who believes in God is absolution.",0,0,0,0,0
@Yemihazan With their weak emotions they'll just go into depression,1,0,1,0,1
I’ve been bursting out cry out of no where... thank you depression 🙂,0,0,0,0,0
Dealing wit deep depression is such a fucking roller coaster. I hate it!,0,0,0,0,0
"@depressionnote @Sarah_Samedi agree to disagree....and this coming from someone who lives with anxiety and depression.

too many absolutes in the wording.",1,0,3,0,2
Alisin ang sarili sa pagkakulong sa depression hanapin ang solusyon sa bawat problema na tinatahak.,1,0,0,0,0
Starting over is so frustrating lol. Entrepreneur Depression is real. 😫,1,3,12,0,0
I WILL relate to every good character that shows signs of anxiety/depression and no one can stop me &gt;:T,0,0,0,0,0
"@GirloftheRealms I wish wood had said something knowing depression a lil to well, im glad you have awesome supporters !  ❤ https://t.co/xx9bVfDXbb",0,0,1,0,0
Sweet depression,0,0,0,0,0
"@Supaa_Sk @Ayman007Rm @kurosuji3 Frérot, regarde comment je les défend et c'est comme ça qu'ils me remercient. En se faisant niquer par les grands et en continuant les rotations Rondo/Kuzma, je pars en dépression.. GG aux Clippers, vous aviez raison les lakers se font fumer.",1,0,0,0,2
"Each other to play with. Abby, a chuqweenie was given to me for my birthday in 2014, I was in a deep depression. I took her to get her puppy shot the next day &amp; the vet had kittens in the lobby to give away. Ginger came home with us. I laughed at them for years! Greats gift.",0,0,0,0,0
